timestamp,customer_id,page,session_duration,device
2024-03-05 13:00:00,144,Search,162.5,Desktop
2024-08-02 21:00:00,272,Cart,277.1,Desktop
2024-06-17 14:00:00,20,Cart,185.9,Mobile
2024-08-05 16:00:00,470,Checkout,150.2,Desktop
2024-01-13 16:00:00,223,Cart,237.1,Tablet
2024-05-21 22:00:00,147,Product Page,48.9,Desktop
2024-05-31 11:00:00,411,Homepage,280.4,Mobile
2024-06-27 03:00:00,195,Cart,201.1,Tablet
2024-04-09 13:00:00,208,Homepage,233.6,Desktop
2024-02-13 03:00:00,363,Checkout,247.0,Mobile
2024-10-18 01:00:00,321,Homepage,60.8,Desktop
2024-02-14 21:00:00,212,Cart,10.5,Tablet
2024-01-11 13:00:00,231,Checkout,32.1,Tablet
2024-10-15 19:00:00,165,Cart,177.5,Mobile
2024-11-08 18:00:00,375,Checkout,140.3,Mobile
2024-07-10 17:00:00,75,Homepage,132.6,Tablet
2024-05-12 18:00:00,68,Search,283.1,Tablet
2024-12-25 06:00:00,401,Product Page,245.7,Desktop
2024-10-21 08:00:00,416,Homepage,135.0,Desktop
2024-07-18 21:00:00,180,Homepage,14.0,Tablet
2024-02-03 13:00:00,472,Checkout,267.1,Desktop
2024-06-10 10:00:00,307,Homepage,162.1,Mobile
2024-07-02 08:00:00,449,Cart,214.0,Desktop
2024-11-13 21:00:00,13,Checkout,239.6,Tablet
2024-05-21 09:00:00,121,Product Page,71.2,Mobile
2024-05-18 07:00:00,104,Search,55.9,Tablet
2024-11-05 21:00:00,130,Product Page,130.3,Desktop
2024-03-11 14:00:00,366,Product Page,185.1,Desktop
2024-12-10 10:00:00,171,Checkout,223.4,Mobile
2024-04-26 22:00:00,362,Search,254.4,Mobile
2024-06-27 02:00:00,188,Product Page,8.8,Tablet
2024-10-04 02:00:00,43,Product Page,42.3,Desktop
2024-05-30 13:00:00,412,Search,98.9,Mobile
2024-12-10 14:00:00,42,Checkout,202.9,Desktop
2024-08-09 21:00:00,242,Product Page,74.3,Tablet
2024-03-29 21:00:00,223,Cart,198.9,Tablet
2024-10-15 04:00:00,14,Product Page,44.0,Tablet
2024-11-15 16:00:00,20,Product Page,237.4,Desktop
2024-04-15 05:00:00,438,Homepage,50.7,Desktop
2024-01-31 03:00:00,445,Product Page,177.5,Mobile
2024-05-13 22:00:00,179,Checkout,35.7,Desktop
2024-09-16 09:00:00,321,Cart,197.1,Mobile
2024-03-12 12:00:00,282,Homepage,6.5,Mobile
2024-07-07 23:00:00,408,Cart,177.9,Tablet
2024-07-21 16:00:00,478,Homepage,114.3,Mobile
2024-09-23 12:00:00,32,Cart,229.2,Tablet
2024-07-11 17:00:00,445,Product Page,228.4,Tablet
2024-10-19 00:00:00,11,Cart,98.3,Mobile
2024-07-17 21:00:00,441,Cart,111.6,Desktop
2024-12-27 18:00:00,287,Product Page,188.7,Mobile
2024-10-19 14:00:00,277,Homepage,25.6,Mobile
2024-07-22 19:00:00,57,Checkout,36.9,Desktop
2024-08-21 20:00:00,481,Search,102.8,Mobile
2024-12-26 02:00:00,318,Search,88.1,Tablet
2024-04-29 19:00:00,440,Search,229.9,Tablet
2024-02-19 06:00:00,110,Homepage,113.2,Mobile
2024-03-15 14:00:00,477,Checkout,150.7,Mobile
2024-07-27 08:00:00,319,Search,19.4,Desktop
2024-05-24 15:00:00,259,Checkout,115.4,Mobile
2024-01-13 23:00:00,364,Homepage,127.6,Desktop
2024-01-06 00:00:00,309,Search,288.2,Desktop
2024-04-20 12:00:00,238,Product Page,219.0,Tablet
2024-07-29 21:00:00,209,Product Page,219.1,Mobile
2024-08-02 20:00:00,20,Search,7.1,Mobile
2024-12-23 14:00:00,71,Product Page,148.3,Tablet
2024-07-12 03:00:00,259,Cart,247.6,Desktop
2024-06-27 02:00:00,308,Product Page,89.5,Desktop
2024-05-23 05:00:00,183,Checkout,172.7,Tablet
2024-11-01 22:00:00,37,Homepage,90.4,Tablet
2024-04-10 04:00:00,84,Checkout,263.4,Desktop
2024-08-31 07:00:00,54,Search,171.4,Mobile
2024-04-27 18:00:00,132,Search,182.4,Desktop
2024-08-31 08:00:00,71,Cart,37.1,Desktop
2024-11-18 06:00:00,219,Product Page,160.3,Desktop
2024-10-07 08:00:00,132,Search,108.8,Desktop
2024-05-14 23:00:00,74,Search,187.0,Desktop
2024-08-27 18:00:00,500,Product Page,92.5,Mobile
2024-04-15 13:00:00,415,Cart,270.6,Tablet
2024-10-02 17:00:00,382,Cart,150.3,Desktop
2024-12-03 13:00:00,160,Homepage,187.4,Tablet
2024-06-25 00:00:00,216,Checkout,37.2,Tablet
2024-09-09 23:00:00,176,Product Page,176.6,Desktop
2024-07-13 20:00:00,310,Cart,150.3,Desktop
2024-04-14 03:00:00,491,Search,102.5,Tablet
2024-05-14 21:00:00,332,Product Page,145.0,Mobile
2024-09-03 23:00:00,206,Cart,272.5,Tablet
2024-05-04 12:00:00,173,Checkout,162.7,Mobile
2024-08-19 10:00:00,298,Checkout,62.4,Desktop
2024-07-05 11:00:00,231,Homepage,235.4,Mobile
2024-08-12 09:00:00,342,Homepage,122.4,Desktop
2024-11-15 19:00:00,282,Cart,107.0,Desktop
2024-07-19 02:00:00,225,Checkout,243.0,Mobile
2024-04-07 12:00:00,16,Search,99.2,Mobile
2024-07-02 13:00:00,143,Cart,280.3,Tablet
2024-06-12 05:00:00,98,Product Page,290.2,Desktop
2024-01-02 06:00:00,199,Checkout,9.8,Desktop
2024-07-16 23:00:00,184,Search,158.5,Mobile
2024-01-12 23:00:00,118,Homepage,228.7,Mobile
2024-03-26 09:00:00,252,Homepage,43.0,Mobile
2024-04-27 04:00:00,12,Homepage,107.9,Mobile
2024-02-06 01:00:00,201,Checkout,130.7,Desktop
2024-06-22 02:00:00,288,Homepage,146.0,Desktop
2024-11-06 04:00:00,9,Homepage,225.6,Desktop
2024-01-25 00:00:00,376,Cart,257.4,Tablet
2024-07-06 16:00:00,380,Checkout,219.0,Tablet
2024-12-16 17:00:00,369,Checkout,254.9,Mobile
2024-08-28 22:00:00,207,Homepage,267.4,Desktop
2024-09-07 14:00:00,490,Homepage,177.1,Desktop
2024-09-07 04:00:00,238,Search,102.2,Desktop
2024-09-05 15:00:00,457,Search,25.8,Mobile
2024-05-03 11:00:00,268,Search,94.3,Desktop
2024-06-22 21:00:00,415,Search,138.7,Mobile
2024-01-05 06:00:00,360,Cart,173.6,Desktop
2024-06-29 07:00:00,362,Homepage,284.7,Desktop
2024-07-04 05:00:00,26,Search,250.8,Tablet
2024-08-12 02:00:00,369,Homepage,180.5,Mobile
2024-03-13 08:00:00,356,Cart,147.7,Tablet
2024-08-12 02:00:00,89,Homepage,59.5,Desktop
2024-05-17 22:00:00,283,Homepage,81.6,Desktop
2024-01-08 21:00:00,18,Checkout,168.4,Mobile
2024-03-20 09:00:00,284,Checkout,12.6,Mobile
2024-03-18 04:00:00,82,Product Page,29.7,Tablet
2024-11-11 06:00:00,410,Search,160.6,Tablet
2024-11-21 00:00:00,404,Checkout,69.2,Mobile
2024-04-16 20:00:00,288,Cart,187.9,Desktop
2024-01-02 10:00:00,368,Cart,72.6,Mobile
2024-05-15 13:00:00,174,Product Page,244.3,Mobile
2024-03-04 06:00:00,216,Cart,97.8,Mobile
2024-07-16 05:00:00,229,Homepage,283.7,Tablet
2024-12-07 21:00:00,283,Search,69.8,Tablet
2024-08-05 22:00:00,406,Product Page,166.2,Desktop
2024-08-16 01:00:00,401,Search,56.8,Tablet
2024-06-17 21:00:00,392,Homepage,113.0,Desktop
2024-02-22 15:00:00,391,Product Page,220.7,Mobile
2024-03-14 04:00:00,115,Product Page,49.9,Mobile
2024-12-06 01:00:00,469,Homepage,265.3,Mobile
2024-08-03 00:00:00,467,Product Page,78.1,Desktop
2024-06-14 03:00:00,117,Checkout,51.8,Tablet
2024-02-27 07:00:00,384,Homepage,63.5,Mobile
2024-11-29 20:00:00,200,Homepage,108.4,Mobile
2024-09-29 04:00:00,472,Product Page,113.4,Mobile
2024-11-16 06:00:00,255,Search,243.4,Desktop
2024-07-12 10:00:00,176,Checkout,94.3,Desktop
2024-12-17 05:00:00,495,Checkout,60.3,Tablet
2024-05-13 02:00:00,35,Cart,23.8,Mobile
2024-03-01 23:00:00,373,Search,102.2,Tablet
2024-02-29 13:00:00,199,Product Page,56.3,Desktop
2024-07-28 05:00:00,244,Checkout,136.4,Desktop
2024-10-09 21:00:00,115,Checkout,76.6,Mobile
2024-08-12 07:00:00,347,Homepage,299.1,Mobile
2024-08-24 11:00:00,471,Product Page,92.2,Desktop
2024-10-15 21:00:00,146,Product Page,188.0,Mobile
2024-04-21 20:00:00,329,Cart,163.5,Tablet
2024-01-11 12:00:00,435,Checkout,247.8,Desktop
2024-08-22 15:00:00,84,Cart,221.0,Tablet
2024-09-12 14:00:00,248,Homepage,161.3,Desktop
2024-01-23 09:00:00,277,Search,172.7,Desktop
2024-11-29 03:00:00,39,Product Page,135.8,Desktop
2024-12-26 17:00:00,492,Product Page,14.6,Tablet
2024-07-21 01:00:00,479,Checkout,259.4,Tablet
2024-10-15 21:00:00,405,Homepage,227.3,Mobile
2024-04-06 05:00:00,42,Product Page,209.7,Tablet
2024-05-21 07:00:00,23,Search,218.7,Tablet
2024-12-28 18:00:00,401,Product Page,81.5,Tablet
2024-11-15 03:00:00,144,Product Page,112.6,Desktop
2024-06-13 08:00:00,284,Cart,283.3,Tablet
2024-07-08 18:00:00,89,Checkout,167.0,Desktop
2024-01-13 09:00:00,354,Search,132.1,Desktop
2024-12-17 18:00:00,105,Homepage,62.1,Desktop
2024-08-03 19:00:00,419,Homepage,243.6,Desktop
2024-04-29 06:00:00,454,Checkout,286.8,Mobile
2024-08-28 16:00:00,219,Homepage,241.4,Mobile
2024-09-06 14:00:00,494,Checkout,182.3,Tablet
2024-12-03 08:00:00,221,Checkout,183.3,Desktop
2024-10-28 19:00:00,437,Search,190.0,Tablet
2024-08-10 19:00:00,203,Search,248.5,Tablet
2024-09-26 07:00:00,491,Product Page,7.2,Desktop
2024-05-01 08:00:00,357,Search,286.9,Desktop
2024-06-30 09:00:00,326,Homepage,253.3,Tablet
2024-06-17 09:00:00,57,Cart,125.7,Tablet
2024-09-14 13:00:00,429,Homepage,19.5,Desktop
2024-04-15 00:00:00,22,Cart,72.4,Mobile
2024-02-02 05:00:00,432,Search,285.7,Mobile
2024-10-11 14:00:00,212,Checkout,76.8,Mobile
2024-05-12 02:00:00,227,Checkout,175.8,Tablet
2024-02-05 10:00:00,237,Cart,190.6,Tablet
2024-11-22 00:00:00,321,Homepage,173.7,Tablet
2024-01-15 02:00:00,447,Search,237.9,Mobile
2024-02-18 00:00:00,47,Product Page,86.6,Tablet
2024-02-17 19:00:00,66,Search,278.0,Tablet
2024-10-26 20:00:00,475,Search,126.3,Desktop
2024-08-17 02:00:00,184,Homepage,16.6,Desktop
2024-10-05 22:00:00,239,Search,272.0,Tablet
2024-08-20 13:00:00,486,Product Page,154.3,Mobile
2024-12-30 06:00:00,47,Checkout,128.5,Desktop
2024-08-01 17:00:00,471,Checkout,29.1,Desktop
2024-06-13 15:00:00,310,Cart,245.7,Mobile
2024-03-31 23:00:00,223,Product Page,260.5,Mobile
2024-03-07 07:00:00,134,Cart,10.5,Mobile
2024-11-18 20:00:00,87,Search,298.4,Mobile
2024-09-25 12:00:00,200,Checkout,139.1,Tablet
2024-04-06 12:00:00,132,Checkout,109.4,Mobile
2024-08-22 18:00:00,68,Product Page,177.0,Desktop
2024-11-16 15:00:00,393,Cart,89.1,Mobile
2024-06-21 22:00:00,91,Cart,29.3,Mobile
2024-03-06 01:00:00,85,Checkout,91.5,Tablet
2024-09-10 12:00:00,98,Checkout,245.4,Desktop
2024-04-10 13:00:00,54,Search,161.5,Tablet
2024-01-27 07:00:00,408,Cart,240.4,Mobile
2024-09-14 13:00:00,193,Homepage,122.4,Mobile
2024-01-29 23:00:00,233,Product Page,247.7,Desktop
2024-11-18 03:00:00,390,Search,183.1,Tablet
2024-07-09 00:00:00,153,Product Page,115.2,Tablet
2024-03-15 03:00:00,32,Product Page,220.7,Tablet
2024-07-06 18:00:00,78,Checkout,206.0,Tablet
2024-04-12 22:00:00,159,Homepage,196.9,Tablet
2024-07-02 20:00:00,482,Checkout,115.4,Desktop
2024-12-18 21:00:00,493,Search,138.1,Tablet
2024-05-29 17:00:00,499,Homepage,35.7,Tablet
2024-11-27 15:00:00,115,Checkout,200.2,Mobile
2024-10-22 13:00:00,267,Checkout,289.7,Mobile
2024-03-26 04:00:00,449,Cart,6.1,Desktop
2024-01-21 15:00:00,234,Checkout,50.9,Desktop
2024-09-18 12:00:00,311,Search,198.7,Desktop
2024-12-17 10:00:00,23,Product Page,242.4,Desktop
2024-08-26 02:00:00,312,Search,195.2,Desktop
2024-01-27 16:00:00,76,Checkout,203.8,Mobile
2024-04-12 07:00:00,7,Checkout,52.4,Mobile
2024-10-08 21:00:00,19,Product Page,281.8,Mobile
2024-09-25 00:00:00,490,Cart,271.2,Mobile
2024-04-30 14:00:00,424,Cart,103.9,Mobile
2024-11-06 18:00:00,121,Checkout,154.1,Desktop
2024-09-19 18:00:00,150,Search,187.6,Desktop
2024-01-23 13:00:00,278,Homepage,292.6,Tablet
2024-01-13 01:00:00,149,Homepage,257.6,Mobile
2024-04-05 21:00:00,473,Checkout,57.5,Desktop
2024-01-20 17:00:00,4,Checkout,114.1,Desktop
2024-12-02 06:00:00,395,Homepage,115.8,Mobile
2024-06-09 02:00:00,332,Checkout,230.7,Desktop
2024-01-29 17:00:00,121,Product Page,213.7,Tablet
2024-06-22 01:00:00,393,Checkout,270.7,Mobile
2024-01-10 22:00:00,294,Checkout,215.1,Tablet
2024-02-23 23:00:00,339,Product Page,283.5,Desktop
2024-07-17 15:00:00,58,Cart,178.9,Desktop
2024-02-07 12:00:00,438,Homepage,195.5,Desktop
2024-02-13 19:00:00,484,Cart,273.2,Desktop
2024-02-26 19:00:00,106,Search,63.7,Desktop
2024-06-29 18:00:00,403,Search,226.0,Mobile
2024-09-22 18:00:00,21,Product Page,64.5,Tablet
2024-04-08 19:00:00,195,Search,7.7,Mobile
2024-01-16 19:00:00,408,Cart,18.2,Mobile
2024-04-09 01:00:00,362,Product Page,92.4,Tablet
2024-03-28 11:00:00,366,Search,173.7,Desktop
2024-05-11 19:00:00,225,Homepage,50.6,Mobile
2024-05-27 20:00:00,476,Product Page,181.4,Desktop
2024-04-08 17:00:00,173,Product Page,51.5,Tablet
2024-02-11 17:00:00,440,Homepage,276.2,Mobile
2024-03-07 14:00:00,153,Homepage,259.1,Mobile
2024-11-16 03:00:00,310,Homepage,275.0,Desktop
2024-05-19 14:00:00,213,Product Page,287.6,Desktop
2024-06-16 21:00:00,172,Product Page,218.9,Mobile
2024-05-28 16:00:00,150,Checkout,220.3,Mobile
2024-06-02 21:00:00,133,Search,247.2,Mobile
2024-11-15 01:00:00,374,Checkout,147.1,Mobile
2024-03-19 21:00:00,64,Search,64.5,Tablet
2024-10-17 12:00:00,294,Checkout,252.8,Mobile
2024-05-13 02:00:00,319,Homepage,97.9,Desktop
2024-11-22 19:00:00,198,Product Page,18.4,Tablet
2024-07-31 11:00:00,182,Homepage,17.0,Desktop
2024-12-04 20:00:00,147,Cart,280.9,Tablet
2024-03-15 07:00:00,50,Homepage,296.2,Desktop
2024-08-19 00:00:00,494,Homepage,148.2,Tablet
2024-12-02 21:00:00,37,Homepage,96.9,Desktop
2024-01-19 21:00:00,238,Product Page,252.4,Desktop
2024-09-09 16:00:00,160,Product Page,293.2,Desktop
2024-05-04 00:00:00,39,Checkout,248.4,Mobile
2024-10-17 14:00:00,148,Product Page,28.7,Mobile
2024-09-03 03:00:00,359,Checkout,142.1,Mobile
2024-03-12 08:00:00,109,Search,219.2,Mobile
2024-12-28 14:00:00,459,Cart,160.3,Mobile
2024-07-15 06:00:00,153,Cart,29.9,Desktop
2024-03-15 03:00:00,410,Cart,6.4,Tablet
2024-02-24 06:00:00,457,Checkout,170.6,Tablet
2024-06-20 02:00:00,98,Cart,291.4,Desktop
2024-02-29 04:00:00,303,Search,121.3,Mobile
2024-03-09 12:00:00,214,Cart,283.0,Mobile
2024-04-19 07:00:00,485,Cart,110.8,Desktop
2024-03-03 09:00:00,121,Search,250.7,Mobile
2024-08-20 06:00:00,334,Product Page,269.6,Mobile
2024-07-31 14:00:00,316,Product Page,219.9,Mobile
2024-08-02 01:00:00,59,Cart,176.4,Mobile
2024-02-24 21:00:00,418,Product Page,68.2,Tablet
2024-04-05 09:00:00,178,Homepage,179.4,Tablet
2024-05-27 00:00:00,291,Cart,198.3,Mobile
2024-05-16 23:00:00,35,Search,191.1,Desktop
2024-01-19 18:00:00,467,Product Page,134.2,Tablet
2024-03-18 15:00:00,484,Cart,188.1,Desktop
2024-06-11 06:00:00,413,Checkout,139.4,Tablet
2024-04-25 10:00:00,119,Checkout,50.3,Mobile
2024-03-21 20:00:00,322,Homepage,104.7,Desktop
2024-08-10 21:00:00,295,Checkout,292.7,Tablet
2024-07-19 09:00:00,227,Checkout,139.6,Desktop
2024-11-04 12:00:00,35,Homepage,249.4,Desktop
2024-11-23 23:00:00,217,Homepage,137.3,Tablet
2024-12-16 11:00:00,309,Checkout,163.5,Tablet
2024-01-04 16:00:00,478,Checkout,25.6,Desktop
2024-08-15 02:00:00,217,Product Page,219.7,Desktop
2024-09-15 09:00:00,442,Checkout,261.2,Tablet
2024-05-10 04:00:00,215,Homepage,34.0,Mobile
2024-02-02 01:00:00,81,Product Page,89.1,Tablet
2024-08-28 22:00:00,312,Search,297.0,Desktop
2024-03-24 14:00:00,430,Checkout,271.0,Desktop
2024-07-07 06:00:00,77,Checkout,41.3,Tablet
2024-09-26 04:00:00,105,Homepage,63.4,Mobile
2024-09-19 05:00:00,325,Cart,207.4,Tablet
2024-03-01 02:00:00,397,Product Page,293.7,Desktop
2024-01-18 23:00:00,21,Product Page,94.6,Tablet
2024-08-10 23:00:00,233,Product Page,118.9,Mobile
2024-11-23 14:00:00,298,Search,161.3,Desktop
2024-09-18 12:00:00,219,Checkout,65.9,Desktop
2024-08-06 12:00:00,201,Cart,199.8,Tablet
2024-04-26 16:00:00,368,Product Page,24.2,Mobile
2024-04-26 08:00:00,445,Product Page,175.2,Tablet
2024-09-12 00:00:00,438,Search,181.2,Desktop
2024-01-31 03:00:00,239,Product Page,7.4,Desktop
2024-11-21 22:00:00,58,Search,87.5,Mobile
2024-12-10 17:00:00,163,Cart,249.1,Desktop
2024-09-05 05:00:00,235,Cart,40.1,Desktop
2024-07-07 08:00:00,209,Product Page,140.0,Desktop
2024-04-30 11:00:00,27,Homepage,8.2,Mobile
2024-08-26 13:00:00,184,Checkout,178.6,Mobile
2024-04-06 20:00:00,415,Homepage,221.2,Tablet
2024-12-15 05:00:00,232,Product Page,95.7,Mobile
2024-12-17 23:00:00,289,Checkout,36.9,Desktop
2024-07-19 14:00:00,209,Homepage,22.4,Tablet
2024-01-22 12:00:00,261,Cart,77.8,Tablet
2024-06-01 20:00:00,307,Checkout,294.9,Desktop
2024-09-07 19:00:00,7,Cart,167.7,Tablet
2024-09-20 08:00:00,185,Search,61.7,Desktop
2024-01-03 08:00:00,430,Cart,269.7,Desktop
2024-03-29 21:00:00,443,Product Page,20.9,Tablet
2024-07-26 08:00:00,385,Cart,297.0,Desktop
2024-01-17 09:00:00,92,Cart,63.3,Desktop
2024-02-17 19:00:00,207,Search,110.3,Desktop
2024-02-09 05:00:00,365,Product Page,74.3,Tablet
2024-02-24 04:00:00,186,Checkout,234.8,Mobile
2024-03-02 15:00:00,223,Cart,179.1,Desktop
2024-03-18 16:00:00,264,Search,202.0,Mobile
2024-08-16 23:00:00,192,Homepage,212.0,Desktop
2024-05-27 20:00:00,22,Checkout,25.3,Desktop
2024-11-06 15:00:00,6,Search,250.8,Tablet
2024-02-18 08:00:00,168,Homepage,21.3,Mobile
2024-01-28 15:00:00,233,Homepage,92.4,Mobile
2024-01-24 07:00:00,184,Search,107.2,Desktop
2024-11-07 13:00:00,105,Homepage,40.3,Mobile
2024-05-20 12:00:00,376,Product Page,170.2,Desktop
2024-08-15 19:00:00,401,Homepage,247.6,Tablet
2024-08-04 23:00:00,285,Cart,147.4,Desktop
2024-12-17 21:00:00,166,Search,241.5,Mobile
2024-02-26 18:00:00,270,Cart,157.5,Desktop
2024-11-01 09:00:00,383,Homepage,135.0,Tablet
2024-08-25 23:00:00,423,Search,62.6,Desktop
2024-05-06 17:00:00,415,Product Page,185.2,Mobile
2024-12-28 02:00:00,230,Product Page,16.2,Tablet
2024-09-26 11:00:00,200,Homepage,279.4,Desktop
2024-04-07 18:00:00,354,Product Page,132.1,Tablet
2024-10-30 05:00:00,65,Homepage,141.1,Tablet
2024-08-01 14:00:00,95,Search,274.0,Tablet
2024-07-26 22:00:00,435,Product Page,134.9,Desktop
2024-01-24 00:00:00,390,Search,58.1,Desktop
2024-06-01 04:00:00,323,Product Page,286.4,Desktop
2024-12-22 05:00:00,225,Cart,214.5,Tablet
2024-09-07 08:00:00,288,Checkout,91.7,Tablet
2024-07-17 02:00:00,235,Homepage,242.0,Mobile
2024-02-25 06:00:00,69,Search,144.2,Mobile
2024-10-19 16:00:00,314,Checkout,69.5,Tablet
2024-05-06 09:00:00,69,Homepage,277.3,Desktop
2024-03-17 18:00:00,261,Checkout,72.6,Tablet
2024-11-05 19:00:00,323,Product Page,15.9,Tablet
2024-02-12 18:00:00,4,Homepage,243.6,Desktop
2024-10-05 05:00:00,239,Homepage,44.4,Tablet
2024-04-08 02:00:00,28,Cart,299.2,Mobile
2024-12-24 02:00:00,420,Checkout,117.6,Mobile
2024-01-02 03:00:00,383,Product Page,183.1,Mobile
2024-11-09 21:00:00,219,Search,192.1,Mobile
2024-10-31 15:00:00,465,Product Page,115.8,Mobile
2024-05-23 21:00:00,172,Checkout,181.2,Desktop
2024-05-23 20:00:00,124,Product Page,45.7,Desktop
2024-11-01 12:00:00,465,Homepage,76.5,Tablet
2024-12-12 21:00:00,143,Cart,41.1,Tablet
2024-10-02 01:00:00,58,Checkout,57.8,Desktop
2024-04-10 13:00:00,486,Cart,124.9,Mobile
2024-04-28 23:00:00,78,Product Page,290.5,Mobile
2024-07-23 17:00:00,332,Cart,23.3,Tablet
2024-04-17 16:00:00,184,Homepage,38.5,Tablet
2024-05-27 16:00:00,99,Search,63.0,Mobile
2024-04-13 06:00:00,169,Cart,17.3,Mobile
2024-11-15 06:00:00,306,Search,201.0,Desktop
2024-09-17 09:00:00,249,Homepage,173.5,Mobile
2024-11-23 07:00:00,64,Search,221.7,Desktop
2024-07-22 19:00:00,126,Product Page,252.2,Desktop
2024-12-22 16:00:00,199,Cart,250.5,Desktop
2024-05-17 09:00:00,200,Cart,293.5,Mobile
2024-08-25 03:00:00,39,Homepage,113.9,Mobile
2024-09-12 17:00:00,203,Homepage,53.4,Desktop
2024-05-17 17:00:00,32,Search,49.1,Tablet
2024-01-10 17:00:00,391,Checkout,182.6,Desktop
2024-09-17 02:00:00,301,Homepage,17.1,Tablet
2024-10-05 12:00:00,397,Checkout,80.9,Desktop
2024-03-15 14:00:00,320,Homepage,285.5,Desktop
2024-11-27 09:00:00,425,Homepage,15.4,Mobile
2024-11-08 23:00:00,484,Cart,134.8,Desktop
2024-09-25 17:00:00,323,Search,227.3,Tablet
2024-08-14 03:00:00,325,Product Page,53.8,Tablet
2024-06-13 21:00:00,43,Homepage,74.1,Mobile
2024-10-07 11:00:00,475,Product Page,123.8,Mobile
