transaction_id,customer_id,date,amount,product_category,campaign_id
124,229,2024-01-05,279.2,Home,15
125,151,2024-09-06,134.59,Fashion,11
126,34,2024-02-17,82.91,Home,19
127,425,2024-05-17,102.39,Beauty,12
128,424,2024-10-03,39.29,Fitness,16
129,400,2024-01-31,204.92,Electronics,19
130,238,2024-08-18,105.95,Fitness,4
131,188,2024-04-30,220.68,Fashion,12
132,161,2024-05-04,118.23,Electronics,3
133,39,2024-10-15,206.75,Fitness,3
134,6,2024-01-18,176.91,Home,5
135,140,2024-07-16,165.4,Electronics,8
136,134,2024-01-12,234.53,Electronics,3
137,72,2024-02-15,173.03,Fashion,7
138,247,2024-04-20,157.94,Home,8
139,271,2024-01-04,84.78,Home,7
140,332,2024-05-21,288.3,Fashion,18
141,339,2024-08-23,266.78,Home,12
142,453,2024-06-03,223.42,Home,20
143,326,2024-09-09,95.66,Electronics,18
144,256,2024-01-04,15.77,Home,5
145,279,2024-12-27,28.44,Fitness,3
146,97,2024-02-14,161.05,Fitness,8
147,201,2024-10-08,179.31,Electronics,
148,109,2024-09-10,10.0,Fitness,5
149,369,2024-08-27,256.19,Beauty,20
150,52,2024-09-12,58.72,Fitness,11
151,242,2024-07-17,150.97,Home,10
152,471,2024-07-09,23.79,Home,14
153,441,2024-02-03,163.68,Beauty,4
154,482,2024-04-07,211.41,Electronics,
155,65,2024-12-29,56.28,Home,12
156,435,2024-02-24,75.8,Home,4
157,217,2024-11-14,277.59,Fashion,11
158,486,2024-07-09,200.41,Beauty,15
159,115,2024-01-06,108.61,Fitness,17
160,349,2024-12-29,219.15,Beauty,20
161,425,2024-10-02,208.8,Electronics,2
162,44,2024-04-29,153.25,Fitness,16
163,379,2024-07-15,261.18,Home,19
164,382,2024-05-12,18.62,Fitness,15
165,394,2024-08-25,164.64,Home,2
166,145,2024-12-09,102.65,Beauty,17
167,490,2024-09-18,218.42,Fashion,3
168,13,2024-01-22,66.18,Beauty,4
169,74,2024-10-31,63.39,Beauty,16
170,233,2024-08-31,157.04,Fashion,4
171,293,2024-09-02,237.27,Fashion,14
172,330,2024-08-12,140.02,Electronics,19
173,346,2024-08-29,102.07,Fitness,11
174,266,2024-05-18,121.82,Beauty,15
175,15,2024-01-05,229.63,Beauty,10
176,310,2024-07-25,259.88,Home,6
177,84,2024-08-25,71.89,Fitness,4
178,333,2024-08-15,100.59,Beauty,14
179,121,2024-11-28,83.99,Fitness,2
180,263,2024-02-02,210.38,Beauty,12
181,213,2024-06-20,203.66,Fashion,12
182,376,2024-02-04,30.74,Beauty,1
183,367,2024-11-05,182.7,Fitness,8
184,489,2024-04-26,162.63,Home,5
185,203,2024-04-03,75.71,Electronics,8
186,451,2024-10-08,211.06,Electronics,8
187,465,2024-10-24,57.35,Beauty,14
188,229,2024-01-07,187.82,Beauty,11
189,62,2024-12-11,119.32,Fitness,6
190,102,2024-12-20,150.64,Fashion,12
191,355,2024-08-21,111.02,Fashion,2
192,42,2024-11-19,250.19,Fitness,12
193,186,2024-01-09,46.86,Electronics,5
194,483,2024-03-14,293.83,Beauty,9
195,104,2024-11-09,23.65,Home,7
196,352,2024-10-12,33.11,Electronics,6
197,307,2024-07-29,193.87,Fashion,13
198,352,2024-03-31,86.51,Electronics,8
199,355,2024-02-25,59.58,Beauty,9
200,77,2024-07-12,201.63,Beauty,6
201,232,2024-08-13,56.47,Home,10
202,73,2024-02-14,242.57,Fashion,17
203,61,2024-03-02,34.81,Electronics,11
204,51,2024-05-02,182.37,Electronics,16
205,411,2024-09-23,34.09,Fashion,17
206,271,2024-04-05,266.94,Fashion,20
207,315,2024-07-24,114.61,Home,13
208,86,2024-03-18,200.38,Electronics,4
209,179,2024-11-20,206.99,Fashion,20
210,228,2024-12-13,169.57,Beauty,6
211,359,2024-08-16,263.45,Fashion,16
212,298,2024-04-10,290.67,Fitness,10
213,291,2024-01-19,220.35,Fitness,10
214,174,2024-01-22,45.51,Electronics,13
215,474,2024-01-24,161.52,Fashion,
216,86,2024-12-13,31.4,Beauty,4
217,271,2024-12-19,241.57,Beauty,4
218,347,2024-07-19,88.14,Fashion,5
219,445,2024-05-19,267.46,Fitness,17
220,41,2024-07-18,253.39,Home,10
221,118,2024-12-28,254.5,Fitness,9
222,148,2024-05-15,160.44,Fashion,16
223,490,2024-05-29,41.57,Electronics,2
224,65,2024-02-20,245.85,Fitness,5
225,156,2024-11-05,202.61,Electronics,12
226,168,2024-05-30,186.82,Fitness,10
227,438,2024-01-28,183.28,Beauty,7
228,236,2024-06-22,225.03,Electronics,10
229,218,2024-09-29,56.93,Electronics,10
230,322,2024-10-15,16.51,Fitness,9
231,174,2024-05-29,207.87,Fitness,4
232,318,2024-05-13,190.29,Electronics,5
233,386,2024-11-09,257.81,Electronics,6
234,448,2024-12-09,267.13,Home,7
235,254,2024-07-19,290.1,Fitness,5
236,454,2024-10-03,268.36,Fitness,9
237,392,2024-07-01,117.44,Electronics,5
238,355,2024-12-19,20.67,Home,13
239,206,2024-05-21,160.32,Electronics,6
240,16,2024-10-02,34.75,Fitness,15
241,460,2024-07-17,136.75,Home,11
242,277,2024-06-17,42.91,Home,11
243,429,2024-01-12,24.47,Fashion,18
244,161,2024-04-22,207.82,Home,19
245,403,2024-08-28,298.57,Electronics,4
246,66,2024-01-30,277.48,Fitness,4
247,450,2024-10-08,233.2,Electronics,20
248,350,2024-06-22,282.78,Beauty,17
249,380,2024-07-25,293.62,Electronics,5
250,179,2024-03-04,298.17,Electronics,20
251,1,2024-02-01,93.03,Home,13
252,395,2024-04-29,40.75,Electronics,12
253,59,2024-12-08,189.11,Electronics,8
254,449,2024-10-22,79.03,Home,19
255,357,2024-02-04,241.04,Home,12
256,183,2024-12-26,105.82,Fitness,20
257,81,2024-11-22,17.55,Fitness,15
258,116,2024-03-27,26.49,Electronics,14
259,227,2024-01-22,216.66,Fitness,10
260,307,2024-03-03,97.24,Home,6
261,154,2024-11-10,197.23,Electronics,15
262,37,2024-11-20,264.65,Beauty,10
263,303,2024-05-06,220.5,Fashion,5
264,377,2024-11-06,205.34,Fitness,7
265,51,2024-12-25,203.44,Fashion,4
266,493,2024-12-06,289.43,Fitness,16
267,294,2024-01-22,287.97,Electronics,14
268,215,2024-10-03,125.03,Fashion,20
269,42,2024-10-04,285.89,Electronics,18
270,125,2024-08-02,156.25,Home,6
271,72,2024-12-20,89.32,Home,17
272,411,2024-06-30,254.07,Electronics,15
273,456,2024-04-18,151.59,Beauty,12
274,475,2024-05-05,76.57,Fashion,8
275,441,2024-09-12,116.33,Fashion,6
276,351,2024-10-31,127.72,Home,15
277,359,2024-01-14,217.27,Electronics,2
278,19,2024-12-06,292.9,Home,7
279,387,2024-09-10,80.17,Fashion,3
280,250,2024-03-14,247.7,Home,20
281,363,2024-04-23,153.66,Electronics,18
282,350,2024-03-10,148.1,Beauty,14
283,134,2024-10-28,106.4,Fitness,6
284,5,2024-07-02,223.94,Fashion,3
285,262,2024-12-28,58.73,Fashion,6
286,342,2024-09-18,291.36,Electronics,6
287,321,2024-05-16,32.85,Fashion,8
288,295,2024-06-17,68.47,Home,4
289,441,2024-07-01,52.02,Fashion,8
290,333,2024-04-03,201.03,Beauty,
291,446,2024-02-19,255.23,Beauty,11
292,410,2024-12-20,205.85,Beauty,13
293,140,2024-05-17,60.11,Home,19
294,218,2024-08-26,195.52,Fashion,18
295,459,2024-08-26,107.95,Fashion,5
296,380,2024-04-02,156.22,Fitness,14
297,55,2024-10-21,142.7,Fashion,
298,171,2024-11-17,269.97,Electronics,18
299,188,2024-12-09,274.57,Beauty,
300,169,2024-06-16,139.81,Electronics,17
301,193,2024-11-12,98.85,Fitness,9
302,188,2024-02-04,89.75,Fashion,
303,467,2024-09-13,255.71,Electronics,4
304,444,2024-06-27,294.06,Fitness,11
305,456,2024-12-26,232.74,Fashion,18
306,294,2024-03-30,248.62,Home,7
307,193,2024-06-08,17.44,Home,2
308,188,2024-10-04,136.64,Beauty,14
309,33,2024-03-10,203.79,Fashion,4
310,327,2024-07-21,47.11,Fitness,3
311,316,2024-02-21,267.57,Home,7
312,253,2024-11-12,153.28,Home,5
313,448,2024-09-28,28.51,Fashion,9
314,59,2024-01-21,168.46,Beauty,19
315,16,2024-06-02,68.19,Home,3
316,332,2024-06-23,288.11,Fitness,1
317,73,2024-09-01,149.69,Beauty,20
318,166,2024-08-06,263.9,Fashion,16
319,287,2024-06-17,267.28,Home,3
320,372,2024-06-22,221.91,Electronics,
321,54,2024-05-27,108.66,Fashion,15
322,16,2024-05-15,69.78,Fitness,4
323,277,2024-02-05,220.09,Fitness,9
324,260,2024-06-17,262.42,Beauty,8
325,87,2024-04-23,90.78,Fitness,19
326,213,2024-09-02,56.45,Fitness,20
327,358,2024-11-19,106.61,Fashion,
328,367,2024-09-23,24.45,Fitness,11
329,198,2024-01-01,189.98,Fashion,5
330,365,2024-03-15,266.41,Beauty,14
331,155,2024-11-22,79.88,Beauty,20
332,149,2024-10-05,30.11,Beauty,16
333,84,2024-06-23,40.11,Beauty,9
334,47,2024-09-21,51.24,Fitness,9
335,131,2024-08-08,265.84,Fitness,4
336,300,2024-11-19,181.52,Fashion,11
337,451,2024-03-17,216.3,Fashion,4
338,311,2024-03-27,95.07,Fitness,13
339,382,2024-08-21,157.35,Beauty,10
340,358,2024-01-03,111.58,Fashion,20
341,326,2024-01-23,209.95,Electronics,18
342,225,2024-07-07,153.6,Home,17
343,255,2024-01-26,28.82,Fitness,1
344,420,2024-06-12,91.6,Fashion,16
345,497,2024-01-18,25.54,Beauty,5
346,271,2024-12-02,128.57,Fitness,10
347,28,2024-03-11,101.74,Home,8
348,274,2024-05-17,240.94,Fitness,18
349,205,2024-10-25,100.88,Electronics,17
350,314,2024-10-11,243.98,Fashion,9
351,156,2024-09-08,30.61,Fitness,17
352,63,2024-01-17,113.59,Fitness,4
353,361,2024-08-09,209.64,Beauty,
354,255,2024-02-15,235.75,Home,12
355,66,2024-10-06,200.52,Home,10
356,111,2024-06-19,108.69,Beauty,7
357,33,2024-10-02,48.43,Home,15
358,379,2024-01-24,164.42,Home,11
359,482,2024-10-30,10.21,Fitness,5
360,62,2024-05-13,218.76,Beauty,18
361,229,2024-05-13,121.45,Electronics,3
362,347,2024-09-29,24.28,Fitness,3
363,76,2024-10-30,181.46,Electronics,16
364,302,2024-12-20,121.54,Fitness,1
365,196,2024-08-31,196.78,Fashion,12
366,125,2024-05-30,290.5,Fitness,4
367,1,2024-02-12,145.26,Electronics,5
368,78,2024-12-18,132.29,Electronics,12
369,12,2024-04-29,41.53,Fitness,20
370,289,2024-09-25,13.83,Fashion,4
371,439,2024-05-14,257.45,Fashion,9
372,89,2024-03-23,254.66,Beauty,15
373,66,2024-01-24,104.34,Fitness,13
374,320,2024-01-08,286.78,Fashion,8
375,294,2024-06-14,81.28,Home,10
376,224,2024-05-02,259.43,Home,12
377,108,2024-01-19,50.28,Fitness,1
378,437,2024-01-11,264.17,Electronics,14
379,215,2024-01-30,42.49,Fitness,6
380,324,2024-05-22,32.52,Fitness,7
381,468,2024-05-19,167.75,Beauty,8
382,194,2024-01-01,101.63,Fashion,
383,313,2024-10-25,232.51,Fashion,13
384,3,2024-03-17,158.78,Fashion,18
385,76,2024-05-14,26.77,Beauty,16
386,84,2024-11-22,256.47,Fashion,19
387,286,2024-07-29,283.29,Fitness,1
388,170,2024-12-18,177.07,Electronics,18
389,196,2024-05-09,95.74,Electronics,13
390,38,2024-01-07,256.02,Beauty,10
391,491,2024-05-23,109.92,Electronics,20
392,199,2024-05-07,253.93,Fitness,3
393,490,2024-11-20,278.04,Fitness,20
394,350,2024-01-06,203.13,Fitness,19
395,372,2024-01-21,179.3,Fitness,17
396,33,2024-03-05,171.32,Fashion,
397,331,2024-12-25,293.78,Beauty,5
398,151,2024-09-18,92.09,Fashion,4
399,396,2024-01-17,201.96,Fashion,8
400,456,2024-01-11,219.52,Fitness,11
401,59,2024-03-09,10.85,Fashion,12
402,439,2024-01-17,207.58,Home,1
403,417,2024-05-11,194.08,Fitness,13
404,345,2024-05-22,128.81,Home,6
405,259,2024-06-24,237.86,Home,3
406,235,2024-02-12,199.85,Fashion,13
407,28,2024-10-24,248.39,Home,4
408,480,2024-10-27,203.05,Electronics,1
409,37,2024-10-07,132.16,Beauty,13
410,461,2024-01-18,231.05,Fitness,13
411,128,2024-05-12,66.76,Beauty,19
412,393,2024-01-20,180.23,Electronics,15
413,103,2024-12-17,142.73,Fitness,18
414,299,2024-06-26,128.3,Electronics,9
415,359,2024-01-11,15.03,Fashion,6
416,222,2024-03-29,70.84,Fashion,16
417,311,2024-06-04,274.97,Home,4
418,352,2024-05-02,98.04,Electronics,7
419,468,2024-01-18,228.63,Home,2
420,209,2024-09-23,278.56,Beauty,19
421,405,2024-05-29,291.89,Electronics,12
422,314,2024-08-06,65.32,Fashion,6
423,315,2024-04-29,184.32,Home,9
424,267,2024-08-16,263.14,Beauty,7
425,25,2024-12-13,127.39,Home,4
426,477,2024-06-28,240.04,Home,17
427,141,2024-12-26,263.05,Beauty,2
428,250,2024-03-25,183.12,Fitness,16
429,442,2024-12-12,246.99,Beauty,9
430,37,2024-06-16,267.19,Electronics,3
431,63,2024-11-22,100.4,Fashion,3
432,396,2024-11-03,62.54,Fashion,1
433,2,2024-07-02,293.71,Beauty,16
434,109,2024-11-08,173.88,Electronics,11
435,255,2024-10-02,110.58,Electronics,
436,185,2024-06-04,271.22,Beauty,17
437,274,2024-08-30,264.12,Beauty,1
438,383,2024-03-26,214.49,Fitness,2
439,143,2024-06-01,110.75,Fashion,15
440,14,2024-02-11,237.35,Home,14
441,338,2024-02-18,195.55,Electronics,7
442,118,2024-07-04,17.75,Fashion,2
443,178,2024-12-01,242.97,Beauty,8
444,90,2024-05-05,46.67,Fitness,6
445,478,2024-04-16,241.35,Fitness,9
446,223,2024-08-11,47.36,Beauty,7
447,389,2024-10-12,181.53,Electronics,17
448,407,2024-08-24,67.9,Electronics,15
449,223,2024-08-03,182.13,Fitness,13
450,213,2024-03-11,292.33,Beauty,10
451,271,2024-12-27,193.04,Fashion,19
452,213,2024-07-16,254.74,Beauty,
453,269,2024-03-22,29.52,Beauty,14
454,36,2024-06-04,173.98,Home,5
455,410,2024-04-18,108.6,Fashion,6
456,189,2024-08-20,95.25,Fitness,5
457,77,2024-01-13,82.0,Fashion,18
458,129,2024-01-23,150.93,Electronics,19
459,177,2024-07-03,121.6,Fitness,13
460,297,2024-04-20,30.52,Beauty,18
461,76,2024-10-18,240.98,Electronics,2
462,314,2024-07-12,161.91,Beauty,12
463,328,2024-04-03,281.56,Electronics,17
464,397,2024-03-25,181.53,Fitness,16
465,148,2024-01-21,195.81,Electronics,3
466,282,2024-02-03,168.97,Fitness,
467,362,2024-01-17,51.42,Beauty,14
468,122,2024-12-03,96.29,Electronics,8
469,469,2024-12-15,61.43,Beauty,5
470,463,2024-07-06,67.03,Beauty,3
471,298,2024-01-23,132.25,Fitness,14
472,47,2024-08-13,41.28,Home,1
473,6,2024-08-10,281.24,Fashion,10
474,364,2024-09-17,111.67,Beauty,9
475,31,2024-01-02,77.67,Fitness,3
476,114,2024-11-08,107.02,Fitness,5
477,314,2024-07-16,222.09,Electronics,14
478,221,2024-12-27,69.62,Electronics,20
479,258,2024-02-09,38.24,Fitness,18
480,249,2024-01-26,174.79,Fitness,14
481,57,2024-12-20,78.83,Fashion,9
482,39,2024-09-24,218.02,Fitness,15
483,124,2024-06-25,218.72,Electronics,13
484,124,2024-02-26,297.82,Fitness,4
485,53,2024-07-25,284.33,Fitness,
486,130,2024-08-25,120.67,Home,12
487,270,2024-07-01,275.87,Fashion,5
488,430,2024-02-23,139.83,Electronics,5
489,236,2024-08-30,262.55,Home,14
490,244,2024-01-24,53.46,Electronics,5
491,286,2024-04-07,217.93,Beauty,11
492,273,2024-07-24,180.48,Electronics,17
493,251,2024-05-27,123.67,Beauty,17
494,338,2024-11-23,291.37,Fashion,11
495,393,2024-03-16,17.82,Fitness,16
496,37,2024-04-30,242.94,Fashion,16
497,264,2024-03-03,151.77,Fashion,8
498,84,2024-07-16,185.61,Fitness,3
499,275,2024-05-26,270.13,Home,13
500,367,2024-12-09,266.99,Beauty,20
501,446,2024-04-23,276.0,Beauty,17
502,225,2024-07-27,68.49,Fitness,10
503,143,2024-12-10,113.42,Home,10
504,251,2024-01-23,71.64,Beauty,12
505,177,2024-06-10,175.77,Home,18
506,330,2024-05-29,110.74,Fitness,16
507,254,2024-04-24,164.11,Fashion,9
508,315,2024-03-07,175.91,Beauty,5
509,240,2024-09-07,221.08,Home,10
510,377,2024-09-14,266.04,Beauty,9
511,89,2024-08-08,272.9,Beauty,4
512,449,2024-12-22,117.75,Beauty,13
513,402,2024-02-19,176.18,Electronics,2
514,453,2024-01-15,68.53,Home,1
515,115,2024-02-25,93.99,Electronics,16
516,175,2024-10-19,298.15,Home,1
517,136,2024-02-10,155.9,Fashion,
518,341,2024-11-20,114.59,Electronics,15
519,267,2024-08-29,59.35,Home,3
520,159,2024-07-19,88.31,Home,12
521,201,2024-10-11,58.58,Beauty,11
522,97,2024-01-29,86.06,Fitness,12
523,116,2024-07-26,207.8,Electronics,9
524,171,2024-07-20,229.33,Beauty,8
525,114,2024-04-07,204.52,Electronics,13
526,107,2024-04-20,43.68,Electronics,14
527,78,2024-09-04,169.63,Beauty,6
528,441,2024-04-30,13.33,Fitness,7
529,296,2024-08-22,133.13,Home,12
530,429,2024-10-30,81.69,Home,13
531,234,2024-02-09,200.51,Beauty,
532,362,2024-06-24,255.21,Fitness,8
533,104,2024-07-16,103.15,Electronics,12
534,264,2024-07-24,14.64,Fashion,3
535,499,2024-03-13,266.77,Fashion,16
536,442,2024-09-06,88.96,Fitness,4
537,473,2024-09-28,185.18,Fitness,9
538,102,2024-09-11,24.41,Electronics,
539,184,2024-04-02,272.26,Fitness,9
540,48,2024-03-19,105.81,Fitness,12
541,349,2024-07-18,89.94,Beauty,10
542,250,2024-06-11,124.47,Home,4
543,87,2024-03-08,66.62,Fitness,20
544,427,2024-05-06,194.73,Electronics,4
545,137,2024-07-14,25.68,Fashion,18
546,497,2024-07-10,256.58,Beauty,2
547,475,2024-02-11,263.39,Fashion,
548,108,2024-03-13,153.22,Fitness,10
549,116,2024-08-02,124.43,Home,1
550,494,2024-07-13,98.97,Home,5
551,78,2024-12-15,169.01,Electronics,8
552,287,2024-08-21,98.18,Electronics,7
553,5,2024-01-09,132.72,Beauty,7
554,335,2024-04-09,28.48,Home,
555,322,2024-10-26,219.26,Home,16
556,230,2024-09-29,99.63,Fashion,18
557,243,2024-07-08,125.7,Home,3
558,291,2024-11-29,290.94,Fashion,
559,254,2024-04-21,28.51,Home,10
560,481,2024-10-02,219.34,Fitness,13
561,85,2024-08-01,184.07,Electronics,14
562,196,2024-05-28,210.56,Electronics,
563,56,2024-08-09,209.41,Electronics,8
564,147,2024-03-28,88.44,Electronics,10
565,226,2024-03-16,234.41,Electronics,4
566,227,2024-09-26,180.35,Fashion,16
567,486,2024-08-04,218.49,Fashion,10
568,122,2024-12-03,46.44,Fashion,
569,141,2024-11-01,40.94,Home,9
570,492,2024-08-14,132.92,Fitness,16
571,285,2024-01-19,222.9,Electronics,12
572,401,2024-11-25,29.76,Home,3
573,370,2024-11-28,283.08,Fashion,6
574,278,2024-09-15,69.52,Fitness,10
575,250,2024-08-01,276.54,Fashion,8
576,263,2024-01-28,259.97,Home,13
577,298,2024-12-07,52.52,Fitness,3
578,279,2024-09-07,25.6,Electronics,10
579,462,2024-02-21,39.34,Fashion,16
580,389,2024-06-09,113.01,Electronics,15
581,322,2024-01-18,210.94,Fashion,20
582,395,2024-01-29,31.14,Fashion,8
583,80,2024-05-27,108.4,Home,4
584,410,2024-05-29,63.97,Beauty,9
585,454,2024-01-26,144.67,Fashion,1
586,363,2024-05-12,177.96,Fashion,2
587,286,2024-05-24,80.94,Home,13
588,18,2024-09-02,169.52,Fashion,12
589,357,2024-11-07,142.95,Beauty,9
590,353,2024-11-27,195.15,Fashion,20
591,304,2024-07-18,190.24,Electronics,2
592,180,2024-05-07,103.31,Fashion,2
593,11,2024-09-05,30.45,Beauty,11
594,370,2024-12-10,95.61,Fashion,3
595,193,2024-03-23,178.16,Electronics,6
596,144,2024-09-17,266.67,Home,9
597,414,2024-11-30,176.94,Beauty,11
598,103,2024-07-02,212.12,Electronics,8
599,476,2024-02-26,76.95,Electronics,9
600,360,2024-07-02,48.15,Fashion,12
601,305,2024-07-19,291.63,Electronics,2
602,56,2024-07-26,194.16,Fitness,11
603,40,2024-09-08,50.64,Fashion,7
604,343,2024-04-30,238.2,Beauty,3
605,478,2024-12-29,291.75,Fashion,17
606,475,2024-09-30,170.84,Electronics,7
607,127,2024-05-31,93.48,Beauty,14
608,224,2024-10-14,213.31,Electronics,14
609,395,2024-09-14,219.56,Home,15
610,375,2024-04-26,286.06,Beauty,3
611,335,2024-05-09,226.66,Beauty,4
612,412,2024-06-18,277.78,Electronics,20
613,476,2024-08-14,39.5,Beauty,19
614,36,2024-05-15,202.9,Electronics,3
615,416,2024-08-25,210.89,Home,5
616,143,2024-08-05,171.52,Fashion,18
617,309,2024-12-30,77.58,Fitness,17
618,26,2024-08-11,284.52,Beauty,17
619,185,2024-03-09,101.25,Fitness,3
620,188,2024-02-03,277.06,Beauty,13
621,202,2024-04-07,71.53,Fashion,
622,395,2024-03-30,101.22,Fashion,1
623,423,2024-03-04,85.41,Fashion,14
624,284,2024-03-14,19.54,Fitness,15
625,229,2024-07-26,34.29,Fitness,14
626,302,2024-10-28,117.62,Home,11
627,478,2024-10-24,186.04,Fashion,4
628,248,2024-11-19,88.99,Fitness,20
629,276,2024-12-14,284.58,Home,4
630,209,2024-01-07,120.27,Electronics,16
631,34,2024-07-15,48.52,Electronics,16
632,22,2024-10-30,125.87,Home,11
633,120,2024-06-06,32.62,Fashion,15
634,254,2024-09-30,46.89,Home,20
635,22,2024-06-25,154.91,Beauty,15
636,159,2024-02-19,248.11,Electronics,3
637,424,2024-08-28,171.01,Home,12
638,299,2024-09-15,273.13,Electronics,14
639,84,2024-08-05,122.88,Fashion,1
640,354,2024-05-07,290.61,Electronics,8
641,232,2024-09-26,10.74,Fashion,20
642,4,2024-07-31,133.36,Fashion,3
643,417,2024-11-13,52.22,Fitness,14
644,180,2024-08-25,170.84,Home,14
645,25,2024-05-29,221.55,Fitness,5
646,455,2024-09-25,248.67,Home,15
